,TransactionType,Channel,CustomerAge,CustomerOccupation,AccountBalance,CustomerAge_bin,AccountBalance_bin,TransactionAmount_bin,cluster
746,Debit,Branch,58.0,Doctor,13017.7,3.0,3.0,3.0,2
747,Debit,ATM,26.0,Student,7597.660000000001,1.0,1.0,1.0,1
748,Debit,Branch,63.0,Retired,7330.31,3.0,3.0,3.0,2
749,Debit,Online,52.0,Retired,6711.78,3.0,3.0,3.0,2
750,Debit,ATM,54.0,Retired,2248.06,3.0,3.0,3.0,2
751,Debit,Online,70.0,Retired,3524.68,4.0,4.0,4.0,2
752,Credit,Branch,58.0,Engineer,8332.58,3.0,3.0,3.0,3
753,Credit,Online,22.0,Student,1814.48,1.0,1.0,1.0,1
754,Debit,Branch,37.0,Engineer,3886.7699999999995,2.0,2.0,2.0,0
755,Debit,Online,79.0,Retired,7591.129999999999,4.0,4.0,4.0,2
756,Debit,ATM,57.0,Retired,1484.31,3.0,3.0,3.0,2
757,Debit,Branch,79.0,Retired,4202.92,4.0,4.0,4.0,2
758,Credit,Branch,66.0,Retired,4813.12,4.0,4.0,4.0,3
759,Debit,Branch,18.0,Student,9716.68,1.0,1.0,1.0,1
760,Debit,Online,24.0,Student,1980.62,1.0,1.0,1.0,1
761,Debit,Branch,41.0,Doctor,10216.25,2.0,2.0,2.0,0
762,Debit,ATM,22.0,Student,944.83,1.0,1.0,1.0,1
763,Credit,Branch,42.0,Doctor,7469.2,2.0,2.0,2.0,3
764,Debit,Online,68.0,Doctor,13389.16,4.0,4.0,4.0,2
765,Debit,ATM,52.0,Doctor,8475.47,3.0,3.0,3.0,2
766,Credit,ATM,23.0,Student,991.6899999999999,1.0,1.0,1.0,1
767,Credit,Branch,63.0,Retired,6953.8,3.0,3.0,3.0,3
768,Debit,Branch,34.0,Engineer,1370.03,2.0,2.0,2.0,0
769,Debit,Online,34.0,Doctor,11505.35,2.0,2.0,2.0,0
770,Debit,Online,26.0,Student,914.2799999999999,1.0,1.0,1.0,1
771,Credit,Online,36.0,Doctor,9955.88,2.0,2.0,2.0,3
772,Debit,Online,64.0,Retired,4732.81,3.0,3.0,3.0,2
773,Credit,Online,73.0,Retired,3807.8399999999997,4.0,4.0,4.0,3
774,Debit,ATM,21.0,Student,320.25,1.0,1.0,1.0,1
775,Debit,Branch,55.0,Doctor,12033.92,3.0,3.0,3.0,2
776,Debit,ATM,61.0,Retired,6109.55,3.0,3.0,3.0,2
777,Debit,Online,20.0,Student,1691.88,1.0,1.0,1.0,1
778,Debit,ATM,18.0,Student,1697.67,1.0,1.0,1.0,1
779,Debit,Branch,55.0,Engineer,8359.5,3.0,3.0,3.0,2
780,Debit,ATM,42.0,Engineer,6100.08,2.0,2.0,2.0,0
781,Debit,ATM,45.0,Doctor,13872.03,2.0,2.0,2.0,0
782,Debit,ATM,32.0,Doctor,10095.23,1.0,1.0,1.0,0
783,Debit,Branch,21.0,Student,1504.99,1.0,1.0,1.0,1
784,Debit,Branch,32.0,Doctor,13182.11,1.0,1.0,1.0,0
785,Debit,Online,46.0,Engineer,4330.04,2.0,2.0,2.0,0
786,Debit,ATM,29.0,Doctor,905.2499999999999,1.0,1.0,1.0,0
787,Credit,ATM,38.0,Engineer,6972.5,2.0,2.0,2.0,3
788,Debit,Branch,78.0,Retired,3553.69,4.0,4.0,4.0,2
789,Debit,ATM,69.0,Retired,6164.65,4.0,4.0,4.0,2
790,Debit,Online,28.0,Engineer,9626.14,1.0,1.0,1.0,0
791,Debit,Online,55.0,Engineer,6364.14,3.0,3.0,3.0,2
792,Debit,Online,77.0,Retired,4351.83,4.0,4.0,4.0,2
793,Debit,Online,56.0,Retired,5773.5,3.0,3.0,3.0,2
794,Credit,Online,68.0,Retired,6335.58,4.0,4.0,4.0,3
795,Debit,ATM,49.0,Doctor,5403.79,2.0,2.0,2.0,0
796,Debit,Online,31.0,Engineer,8135.31,1.0,1.0,1.0,0
797,Debit,ATM,45.0,Doctor,9798.26,2.0,2.0,2.0,0
798,Debit,ATM,21.0,Student,137.42,1.0,1.0,1.0,1
799,Debit,Online,60.0,Engineer,7015.46,3.0,3.0,3.0,2
800,Credit,Online,41.0,Engineer,2356.71,2.0,2.0,2.0,3
801,Debit,Branch,75.0,Retired,4294.44,4.0,4.0,4.0,2
802,Credit,Branch,49.0,Engineer,9251.38,2.0,2.0,2.0,3
803,Debit,Branch,55.0,Retired,7542.739999999999,3.0,3.0,3.0,2
804,Credit,Online,26.0,Engineer,9880.71,1.0,1.0,1.0,0
805,Debit,ATM,52.0,Retired,6189.24,3.0,3.0,3.0,2
806,Debit,ATM,51.0,Doctor,12540.18,3.0,3.0,3.0,2
807,Debit,Online,53.0,Retired,4586.11,3.0,3.0,3.0,2
808,Debit,Branch,65.0,Retired,1519.38,4.0,4.0,4.0,2
809,Debit,Branch,19.0,Student,1447.26,1.0,1.0,1.0,1
810,Credit,Branch,23.0,Student,1131.42,1.0,1.0,1.0,1
811,Debit,Online,68.0,Doctor,10278.75,4.0,4.0,4.0,2
812,Credit,Online,30.0,Doctor,535.15,1.0,1.0,1.0,0
813,Debit,Branch,29.0,Doctor,13891.47,1.0,1.0,1.0,0
814,Debit,Branch,20.0,Student,1545.77,1.0,1.0,1.0,1
815,Credit,Online,18.0,Student,1046.74,1.0,1.0,1.0,1
816,Credit,Online,42.0,Engineer,2840.45,2.0,2.0,2.0,3
817,Debit,Online,69.0,Retired,6216.77,4.0,4.0,4.0,2
818,Debit,Branch,51.0,Doctor,10141.92,3.0,3.0,3.0,2
819,Credit,ATM,22.0,Student,1404.06,1.0,1.0,1.0,1
820,Debit,ATM,27.0,Engineer,7795.79,1.0,1.0,1.0,0
821,Debit,Online,37.0,Engineer,3886.65,2.0,2.0,2.0,0
822,Credit,Online,21.0,Student,1560.45,1.0,1.0,1.0,1
823,Debit,Online,72.0,Retired,4749.54,4.0,4.0,4.0,2
824,Debit,ATM,18.0,Student,1044.33,1.0,1.0,1.0,1
825,Credit,Branch,73.0,Retired,2012.24,4.0,4.0,4.0,3
826,Debit,ATM,48.0,Engineer,2487.2,2.0,2.0,2.0,0
827,Debit,ATM,37.0,Doctor,14977.99,2.0,2.0,2.0,0
828,Debit,ATM,27.0,Student,1969.48,1.0,1.0,1.0,1
829,Credit,Branch,64.0,Retired,2525.25,3.0,3.0,3.0,3
830,Credit,ATM,35.0,Engineer,7457.94,2.0,2.0,2.0,3
831,Credit,Branch,46.0,Engineer,5386.52,2.0,2.0,2.0,3
832,Debit,Online,18.0,Student,1690.23,1.0,1.0,1.0,1
833,Debit,Online,28.0,Engineer,3114.92,1.0,1.0,1.0,0
834,Debit,Branch,70.0,Retired,3466.74,4.0,4.0,4.0,2
835,Debit,ATM,62.0,Doctor,9942.24,3.0,3.0,3.0,2
836,Debit,Online,44.0,Engineer,6824.0,2.0,2.0,2.0,0
837,Debit,Branch,20.0,Student,1488.65,1.0,1.0,1.0,1
838,Debit,Branch,19.0,Student,5583.88,1.0,1.0,1.0,1
839,Debit,ATM,25.0,Student,1357.22,1.0,1.0,1.0,1
840,Debit,Branch,65.0,Doctor,10553.23,4.0,4.0,4.0,2
841,Credit,Online,25.0,Student,1619.6,1.0,1.0,1.0,1
842,Debit,Online,31.0,Doctor,8656.18,1.0,1.0,1.0,0
843,Debit,Branch,22.0,Student,949.38,1.0,1.0,1.0,1
844,Debit,Branch,23.0,Student,1996.38,1.0,1.0,1.0,1
845,Debit,ATM,55.0,Engineer,8836.51,3.0,3.0,3.0,2
846,Debit,Branch,30.0,Doctor,14330.47,1.0,1.0,1.0,0
847,Credit,ATM,46.0,Doctor,5368.42,2.0,2.0,2.0,3
848,Debit,Branch,57.0,Engineer,8616.05,3.0,3.0,3.0,2
849,Debit,ATM,41.0,Engineer,5906.58,2.0,2.0,2.0,0
850,Debit,ATM,63.0,Retired,7863.6,3.0,3.0,3.0,2
851,Debit,Branch,33.0,Engineer,2254.71,1.0,1.0,1.0,0
852,Debit,Online,30.0,Engineer,6983.04,1.0,1.0,1.0,0
853,Debit,ATM,36.0,Doctor,9697.75,2.0,2.0,2.0,0
854,Debit,Online,78.0,Retired,5909.52,4.0,4.0,4.0,2
855,Debit,Branch,44.0,Doctor,7847.619999999999,2.0,2.0,2.0,0
856,Debit,Branch,79.0,Retired,4543.56,4.0,4.0,4.0,2
857,Debit,Branch,19.0,Student,1307.23,1.0,1.0,1.0,1
858,Debit,ATM,23.0,Student,1819.91,1.0,1.0,1.0,1
859,Debit,ATM,25.0,Student,577.67,1.0,1.0,1.0,1
860,Debit,ATM,57.0,Doctor,7802.360000000001,3.0,3.0,3.0,2
861,Debit,Branch,50.0,Engineer,2406.31,3.0,3.0,3.0,2
862,Credit,Branch,41.0,Engineer,402.45,2.0,2.0,2.0,3
863,Debit,ATM,27.0,Student,1238.43,1.0,1.0,1.0,1
864,Debit,Branch,18.0,Student,796.3499999999999,1.0,1.0,1.0,1
865,Debit,ATM,61.0,Retired,4658.89,3.0,3.0,3.0,2
866,Credit,Online,63.0,Retired,5009.29,3.0,3.0,3.0,3
867,Debit,Online,39.0,Engineer,5346.46,2.0,2.0,2.0,0
868,Debit,ATM,31.0,Doctor,10704.95,1.0,1.0,1.0,0
869,Debit,Branch,33.0,Engineer,2434.74,1.0,1.0,1.0,0
870,Debit,Online,27.0,Engineer,6568.07,1.0,1.0,1.0,0
871,Credit,Online,52.0,Retired,2791.45,3.0,3.0,3.0,3
872,Debit,Online,57.0,Doctor,658.91,3.0,3.0,3.0,2
873,Debit,Branch,28.0,Student,1346.88,1.0,1.0,1.0,1
874,Credit,Online,73.0,Retired,3022.12,4.0,4.0,4.0,3
875,Debit,ATM,27.0,Student,1582.55,1.0,1.0,1.0,1
876,Debit,ATM,66.0,Doctor,14395.88,4.0,4.0,4.0,2
877,Debit,ATM,20.0,Student,1741.1,1.0,1.0,1.0,1
878,Debit,Branch,64.0,Retired,1061.69,3.0,3.0,3.0,2
879,Debit,Online,41.0,Engineer,7192.45,2.0,2.0,2.0,0
880,Credit,Branch,58.0,Engineer,9923.45,3.0,3.0,3.0,3
881,Debit,ATM,58.0,Doctor,10915.11,3.0,3.0,3.0,2
882,Debit,ATM,22.0,Student,719.52,1.0,1.0,1.0,1
883,Debit,Branch,55.0,Engineer,7128.82,3.0,3.0,3.0,2
884,Debit,Online,59.0,Doctor,9028.49,3.0,3.0,3.0,2
885,Debit,Branch,79.0,Retired,4656.94,4.0,4.0,4.0,2
886,Debit,Branch,66.0,Doctor,6366.43,4.0,4.0,4.0,2
887,Debit,ATM,26.0,Student,1382.62,1.0,1.0,1.0,1
888,Debit,ATM,66.0,Doctor,14350.11,4.0,4.0,4.0,2
889,Debit,ATM,68.0,Doctor,12990.77,4.0,4.0,4.0,2
890,Debit,Branch,51.0,Retired,4835.91,3.0,3.0,3.0,2
891,Debit,ATM,60.0,Engineer,2154.58,3.0,3.0,3.0,2
892,Credit,Online,34.0,Doctor,14833.34,2.0,2.0,2.0,3
893,Debit,ATM,57.0,Engineer,5061.3,3.0,3.0,3.0,2
894,Debit,Branch,72.0,Retired,7225.06,4.0,4.0,4.0,2
895,Debit,Online,79.0,Retired,2607.58,4.0,4.0,4.0,2
896,Credit,Branch,60.0,Doctor,11538.97,3.0,3.0,3.0,3
897,Debit,Online,38.0,Engineer,7822.729999999999,2.0,2.0,2.0,0
898,Credit,Online,58.0,Doctor,7604.9,3.0,3.0,3.0,3
899,Debit,Online,57.0,Retired,1480.39,3.0,3.0,3.0,2
900,Debit,Branch,68.0,Doctor,13696.31,4.0,4.0,4.0,2
901,Credit,Branch,64.0,Doctor,12344.9,3.0,3.0,3.0,3
902,Credit,Branch,31.0,Engineer,8630.99,1.0,1.0,1.0,0
903,Debit,Online,45.0,Engineer,2202.62,2.0,2.0,2.0,0
904,Debit,Branch,44.0,Doctor,14409.74,2.0,2.0,2.0,0
905,Debit,ATM,79.0,Retired,4894.25,4.0,4.0,4.0,2
906,Debit,Branch,24.0,Student,8981.61,1.0,1.0,1.0,1
907,Credit,Online,34.0,Engineer,3791.99,2.0,2.0,2.0,3
908,Debit,Branch,27.0,Student,690.16,1.0,1.0,1.0,1
909,Debit,Online,70.0,Retired,6777.12,4.0,4.0,4.0,2
910,Debit,Online,76.0,Retired,5449.37,4.0,4.0,4.0,2
911,Debit,Branch,36.0,Doctor,13779.97,2.0,2.0,2.0,0
912,Debit,ATM,49.0,Engineer,9648.6,2.0,2.0,2.0,0
913,Debit,Online,28.0,Student,1029.15,1.0,1.0,1.0,1
914,Credit,Branch,51.0,Retired,3656.62,3.0,3.0,3.0,3
915,Debit,Branch,26.0,Student,1778.75,1.0,1.0,1.0,1
916,Credit,Branch,23.0,Student,5191.13,1.0,1.0,1.0,1
917,Credit,Branch,55.0,Doctor,14847.97,3.0,3.0,3.0,3
918,Debit,ATM,63.0,Doctor,5238.37,3.0,3.0,3.0,2
919,Credit,Branch,51.0,Doctor,10238.82,3.0,3.0,3.0,3
920,Debit,ATM,73.0,Retired,7491.42,4.0,4.0,4.0,2
921,Debit,Branch,51.0,Retired,2116.36,3.0,3.0,3.0,2
922,Debit,Online,58.0,Doctor,972.04,3.0,3.0,3.0,2
923,Credit,Branch,26.0,Student,6430.86,1.0,1.0,1.0,1
924,Debit,Branch,68.0,Doctor,14077.97,4.0,4.0,4.0,2
925,Debit,ATM,64.0,Retired,3990.6,3.0,3.0,3.0,2
926,Debit,Branch,22.0,Student,961.6499999999999,1.0,1.0,1.0,1
927,Debit,ATM,24.0,Student,703.2599999999999,1.0,1.0,1.0,1
928,Debit,Branch,58.0,Doctor,1156.67,3.0,3.0,3.0,2
929,Debit,ATM,46.0,Engineer,1356.47,2.0,2.0,2.0,0
930,Credit,ATM,25.0,Student,1305.06,1.0,1.0,1.0,1
931,Debit,ATM,25.0,Student,261.97,1.0,1.0,1.0,1
932,Debit,Online,59.0,Engineer,9500.79,3.0,3.0,3.0,2
933,Credit,Branch,25.0,Student,1210.33,1.0,1.0,1.0,1
934,Debit,Branch,31.0,Engineer,337.62,1.0,1.0,1.0,0
935,Debit,Online,27.0,Student,1806.68,1.0,1.0,1.0,1
936,Debit,Branch,54.0,Engineer,6323.45,3.0,3.0,3.0,2
937,Debit,ATM,42.0,Engineer,7155.95,2.0,2.0,2.0,0
938,Debit,Online,62.0,Retired,7896.14,3.0,3.0,3.0,2
939,Debit,Branch,22.0,Student,591.2299999999999,1.0,1.0,1.0,1
940,Debit,ATM,62.0,Retired,2583.07,3.0,3.0,3.0,2
941,Debit,Online,43.0,Doctor,234.40999999999997,2.0,2.0,2.0,0
942,Debit,ATM,37.0,Engineer,4735.61,2.0,2.0,2.0,0
943,Credit,Branch,69.0,Retired,6617.52,4.0,4.0,4.0,3
944,Credit,Online,52.0,Retired,7393.11,3.0,3.0,3.0,3
945,Debit,Branch,56.0,Doctor,13510.11,3.0,3.0,3.0,2
946,Debit,Online,79.0,Retired,4466.1,4.0,4.0,4.0,2
947,Debit,ATM,54.0,Retired,7474.31,3.0,3.0,3.0,2
948,Debit,Branch,46.0,Doctor,7255.49,2.0,2.0,2.0,0
949,Debit,ATM,65.0,Doctor,11417.91,4.0,4.0,4.0,2
950,Debit,Branch,25.0,Student,1040.43,1.0,1.0,1.0,1
951,Credit,ATM,69.0,Doctor,6039.04,4.0,4.0,4.0,3
952,Credit,Branch,32.0,Engineer,3498.58,1.0,1.0,1.0,1
953,Debit,Online,67.0,Retired,6628.75,4.0,4.0,4.0,2
954,Credit,Branch,62.0,Doctor,10156.09,3.0,3.0,3.0,3
955,Debit,ATM,28.0,Student,9165.02,1.0,1.0,1.0,1
956,Credit,Branch,77.0,Retired,6384.05,4.0,4.0,4.0,3
957,Debit,ATM,62.0,Retired,6095.65,3.0,3.0,3.0,2
958,Debit,ATM,18.0,Student,1008.76,1.0,1.0,1.0,1
959,Debit,Branch,45.0,Engineer,4381.24,2.0,2.0,2.0,0
960,Debit,ATM,20.0,Student,1382.8,1.0,1.0,1.0,1
961,Debit,Branch,26.0,Student,7380.63,1.0,1.0,1.0,1
962,Debit,Branch,63.0,Doctor,1981.6700000000003,3.0,3.0,3.0,2
963,Debit,Online,39.0,Doctor,7036.72,2.0,2.0,2.0,0
964,Debit,ATM,30.0,Engineer,3707.82,1.0,1.0,1.0,0
965,Credit,Online,42.0,Engineer,2040.1600000000003,2.0,2.0,2.0,3
966,Debit,ATM,27.0,Student,267.53,1.0,1.0,1.0,1
967,Debit,Online,26.0,Engineer,2617.23,1.0,1.0,1.0,0
968,Debit,Online,37.0,Engineer,8883.4,2.0,2.0,2.0,0
969,Debit,ATM,63.0,Retired,1660.66,3.0,3.0,3.0,2
970,Debit,Online,79.0,Retired,4309.9,4.0,4.0,4.0,2
971,Debit,ATM,31.0,Engineer,362.4,1.0,1.0,1.0,0
972,Debit,Branch,28.0,Student,1913.06,1.0,1.0,1.0,1
973,Debit,Online,32.0,Engineer,6133.22,1.0,1.0,1.0,0
974,Credit,Branch,25.0,Student,1068.28,1.0,1.0,1.0,1
975,Debit,Branch,71.0,Retired,2037.7499999999998,4.0,4.0,4.0,2
976,Debit,Online,26.0,Student,221.79,1.0,1.0,1.0,1
977,Credit,Branch,56.0,Retired,2061.61,3.0,3.0,3.0,3
978,Debit,Online,51.0,Doctor,9326.28,3.0,3.0,3.0,2
979,Debit,ATM,36.0,Engineer,2240.49,2.0,2.0,2.0,0
980,Debit,ATM,74.0,Retired,6579.37,4.0,4.0,4.0,2
981,Debit,Branch,58.0,Retired,1876.35,3.0,3.0,3.0,2
982,Debit,Branch,23.0,Student,1664.59,1.0,1.0,1.0,1
983,Debit,ATM,54.0,Retired,6910.18,3.0,3.0,3.0,2
984,Debit,Branch,34.0,Doctor,1319.85,2.0,2.0,2.0,0
985,Debit,Branch,63.0,Doctor,6095.5,3.0,3.0,3.0,2
986,Debit,Branch,55.0,Retired,2420.86,3.0,3.0,3.0,2
987,Debit,Branch,21.0,Student,359.06,1.0,1.0,1.0,1
988,Debit,ATM,75.0,Retired,3128.71,4.0,4.0,4.0,2
989,Debit,ATM,54.0,Retired,7587.48,3.0,3.0,3.0,2
990,Debit,Branch,26.0,Student,290.59,1.0,1.0,1.0,1
991,Credit,Branch,47.0,Engineer,7707.959999999999,2.0,2.0,2.0,3
992,Credit,Branch,63.0,Retired,4735.41,3.0,3.0,3.0,3
993,Debit,ATM,18.0,Student,6165.03,1.0,1.0,1.0,1
994,Credit,Branch,21.0,Student,1637.75,1.0,1.0,1.0,1
995,Debit,Branch,24.0,Student,585.5199999999999,1.0,1.0,1.0,1
996,Debit,Branch,58.0,Engineer,5481.76,3.0,3.0,3.0,2
997,Credit,ATM,28.0,Student,1982.8999999999999,1.0,1.0,1.0,1
998,Debit,Online,65.0,Doctor,5766.96,4.0,4.0,4.0,2
999,Debit,Online,26.0,Engineer,7139.11,1.0,1.0,1.0,0
1000,Credit,Branch,62.0,Retired,4732.57,3.0,3.0,3.0,3
1001,Debit,ATM,35.0,Engineer,2293.13,2.0,2.0,2.0,0
1002,Credit,Branch,30.0,Engineer,2870.67,1.0,1.0,1.0,1
1003,Debit,Online,56.0,Retired,6885.16,3.0,3.0,3.0,2
1004,Debit,Online,44.0,Doctor,5500.56,2.0,2.0,2.0,0
1005,Debit,ATM,39.0,Engineer,5609.44,2.0,2.0,2.0,0
1006,Credit,Online,65.0,Retired,1228.93,4.0,4.0,4.0,3
1007,Debit,ATM,27.0,Student,192.63,1.0,1.0,1.0,1
1008,Debit,Branch,32.0,Engineer,6590.28,1.0,1.0,1.0,0
1009,Debit,Online,30.0,Doctor,13485.0,1.0,1.0,1.0,0
1010,Credit,Branch,53.0,Retired,6472.5,3.0,3.0,3.0,3
1011,Debit,Online,28.0,Engineer,2571.39,1.0,1.0,1.0,0
1012,Credit,Online,54.0,Doctor,676.0999999999999,3.0,3.0,3.0,3
1013,Debit,Branch,56.0,Doctor,12352.2,3.0,3.0,3.0,2
1014,Debit,Branch,29.0,Engineer,8765.38,1.0,1.0,1.0,0
1015,Credit,Online,54.0,Engineer,7375.73,3.0,3.0,3.0,3
1016,Debit,Branch,20.0,Student,1845.18,1.0,1.0,1.0,1
1017,Debit,Online,53.0,Engineer,1382.51,3.0,3.0,3.0,2
1018,Debit,Online,74.0,Retired,7508.98,4.0,4.0,4.0,2
1019,Debit,ATM,22.0,Student,3901.82,1.0,1.0,1.0,1
1020,Debit,Branch,32.0,Engineer,4792.01,1.0,1.0,1.0,0
1021,Debit,Branch,42.0,Engineer,6887.52,2.0,2.0,2.0,0
1022,Debit,Online,28.0,Engineer,8643.51,1.0,1.0,1.0,0
1023,Debit,Online,22.0,Student,887.3199999999999,1.0,1.0,1.0,1
1024,Debit,Online,25.0,Student,7174.69,1.0,1.0,1.0,1
1025,Debit,Branch,48.0,Engineer,2679.91,2.0,2.0,2.0,0
1026,Credit,Online,45.0,Engineer,8853.93,2.0,2.0,2.0,3
1027,Debit,Online,61.0,Retired,1088.62,3.0,3.0,3.0,2
1028,Debit,ATM,52.0,Engineer,3798.0900000000006,3.0,3.0,3.0,2
1029,Debit,Branch,28.0,Student,9951.68,1.0,1.0,1.0,1
1030,Debit,Online,52.0,Engineer,9567.94,3.0,3.0,3.0,2
1031,Debit,ATM,37.0,Engineer,2669.66,2.0,2.0,2.0,0
1032,Debit,Branch,31.0,Doctor,9630.0,1.0,1.0,1.0,0
1033,Debit,Branch,19.0,Student,1307.86,1.0,1.0,1.0,1
1034,Debit,ATM,28.0,Student,1916.46,1.0,1.0,1.0,1
1035,Debit,ATM,20.0,Student,167.28,1.0,1.0,1.0,1
1036,Debit,Branch,68.0,Doctor,10790.8,4.0,4.0,4.0,2
1037,Debit,Online,35.0,Doctor,14563.02,2.0,2.0,2.0,0
1038,Credit,ATM,28.0,Student,614.1399999999999,1.0,1.0,1.0,1
1039,Debit,Online,24.0,Student,603.79,1.0,1.0,1.0,1
1040,Debit,ATM,51.0,Retired,2197.12,3.0,3.0,3.0,2
1041,Debit,Online,37.0,Engineer,8994.39,2.0,2.0,2.0,0
1042,Debit,ATM,79.0,Retired,3224.6,4.0,4.0,4.0,2
1043,Debit,Online,63.0,Retired,4336.4,3.0,3.0,3.0,2
1044,Credit,Online,59.0,Doctor,800.8299999999999,3.0,3.0,3.0,3
1045,Debit,Branch,47.0,Engineer,8821.84,2.0,2.0,2.0,0
1046,Debit,Online,76.0,Retired,3299.84,4.0,4.0,4.0,2
1047,Debit,Online,21.0,Student,421.44,1.0,1.0,1.0,1
1048,Debit,ATM,53.0,Retired,1035.22,3.0,3.0,3.0,2
1049,Credit,Branch,53.0,Doctor,9724.49,3.0,3.0,3.0,3
1050,Credit,Branch,65.0,Retired,6041.69,4.0,4.0,4.0,3
1051,Credit,Branch,50.0,Doctor,8436.12,3.0,3.0,3.0,3
1052,Credit,Branch,62.0,Doctor,7125.15,3.0,3.0,3.0,3
1053,Credit,ATM,19.0,Student,239.11999999999998,1.0,1.0,1.0,1
1054,Credit,Online,67.0,Retired,4378.14,4.0,4.0,4.0,3
1055,Debit,ATM,41.0,Doctor,14576.47,2.0,2.0,2.0,0
1056,Debit,Branch,41.0,Doctor,10922.78,2.0,2.0,2.0,0
1057,Debit,ATM,24.0,Student,641.9999999999999,1.0,1.0,1.0,1
1058,Debit,Branch,52.0,Doctor,7707.959999999999,3.0,3.0,3.0,2
1059,Credit,Branch,46.0,Doctor,13267.09,2.0,2.0,2.0,3
1060,Debit,Branch,62.0,Retired,3582.16,3.0,3.0,3.0,2
1061,Debit,Branch,25.0,Student,921.91,1.0,1.0,1.0,1
1062,Debit,Branch,35.0,Doctor,5788.53,2.0,2.0,2.0,0
1063,Debit,Branch,36.0,Engineer,4515.43,2.0,2.0,2.0,0
1064,Debit,Branch,76.0,Retired,7551.890000000001,4.0,4.0,4.0,2
1065,Credit,ATM,65.0,Doctor,14489.69,4.0,4.0,4.0,3
1066,Credit,Branch,31.0,Doctor,13991.5,1.0,1.0,1.0,0
1067,Credit,ATM,53.0,Doctor,185.87,3.0,3.0,3.0,3
1068,Debit,ATM,18.0,Student,726.3899999999999,1.0,1.0,1.0,1
1069,Debit,Branch,76.0,Retired,7458.629999999999,4.0,4.0,4.0,2
1070,Debit,ATM,61.0,Retired,3065.87,3.0,3.0,3.0,2
1071,Credit,Branch,46.0,Engineer,9379.72,2.0,2.0,2.0,3
1072,Credit,Online,59.0,Doctor,13696.61,3.0,3.0,3.0,3
1073,Credit,ATM,62.0,Retired,3743.6300000000006,3.0,3.0,3.0,3
1074,Debit,ATM,42.0,Doctor,14343.0,2.0,2.0,2.0,0
1075,Credit,Online,36.0,Engineer,2882.16,2.0,2.0,2.0,3
1076,Debit,ATM,79.0,Retired,5631.2,4.0,4.0,4.0,2
1077,Credit,Branch,77.0,Retired,4574.43,4.0,4.0,4.0,3
1078,Debit,ATM,24.0,Student,1242.62,1.0,1.0,1.0,1
1079,Credit,Branch,25.0,Student,352.31,1.0,1.0,1.0,1
1080,Debit,Online,77.0,Retired,3100.22,4.0,4.0,4.0,2
1081,Credit,Branch,60.0,Engineer,4707.24,3.0,3.0,3.0,3
1082,Debit,ATM,72.0,Retired,7950.48,4.0,4.0,4.0,2
1083,Debit,Online,54.0,Doctor,7954.12,3.0,3.0,3.0,2
1084,Debit,Branch,67.0,Doctor,5946.61,4.0,4.0,4.0,2
1085,Debit,Online,57.0,Engineer,6650.71,3.0,3.0,3.0,2
1086,Debit,ATM,28.0,Student,1268.67,1.0,1.0,1.0,1
1087,Debit,Branch,53.0,Doctor,8287.54,3.0,3.0,3.0,2
1088,Credit,Branch,34.0,Doctor,12948.5,2.0,2.0,2.0,3
1089,Debit,Branch,55.0,Engineer,4746.71,3.0,3.0,3.0,2
1090,Debit,Branch,27.0,Engineer,5334.97,1.0,1.0,1.0,0
1091,Debit,Branch,55.0,Doctor,1765.45,3.0,3.0,3.0,2
1092,Debit,Online,19.0,Student,427.3,1.0,1.0,1.0,1
1093,Debit,Branch,67.0,Retired,6285.39,4.0,4.0,4.0,2
1094,Debit,Online,51.0,Retired,1406.6,3.0,3.0,3.0,2
1095,Debit,Online,28.0,Student,1075.15,1.0,1.0,1.0,1
1096,Credit,Branch,77.0,Retired,5958.34,4.0,4.0,4.0,3
1097,Debit,Branch,23.0,Student,791.9699999999999,1.0,1.0,1.0,1
1098,Debit,Online,27.0,Student,1726.4,1.0,1.0,1.0,1
1099,Credit,Branch,46.0,Engineer,8992.25,2.0,2.0,2.0,3
1100,Debit,ATM,62.0,Doctor,8271.47,3.0,3.0,3.0,2
1101,Debit,Branch,22.0,Student,636.42,1.0,1.0,1.0,1
1102,Debit,Online,40.0,Engineer,2290.1,2.0,2.0,2.0,0
1103,Debit,Branch,32.0,Engineer,9968.49,1.0,1.0,1.0,0
1104,Debit,ATM,28.0,Student,167.72,1.0,1.0,1.0,1
1105,Debit,ATM,31.0,Engineer,7581.7,1.0,1.0,1.0,0
1106,Debit,ATM,50.0,Engineer,4111.38,3.0,3.0,3.0,2
1107,Credit,ATM,28.0,Student,1680.14,1.0,1.0,1.0,1
1108,Debit,ATM,66.0,Doctor,5715.08,4.0,4.0,4.0,2
1109,Credit,Branch,47.0,Engineer,5897.73,2.0,2.0,2.0,3
1110,Debit,Online,55.0,Doctor,5239.24,3.0,3.0,3.0,2
1111,Debit,ATM,58.0,Engineer,7788.910000000001,3.0,3.0,3.0,2
1112,Credit,Branch,79.0,Retired,3898.6400000000003,4.0,4.0,4.0,3
1113,Debit,Branch,26.0,Student,1214.93,1.0,1.0,1.0,1
1114,Debit,Online,20.0,Student,927.4699999999999,1.0,1.0,1.0,1
1115,Debit,Online,23.0,Student,914.16,1.0,1.0,1.0,1
1116,Debit,ATM,23.0,Student,9695.04,1.0,1.0,1.0,1
